census_year,clue_small_area,anzsic_industry,business_size,total_establishments,total_jobs,jobs_suppressed
2021,Melbourne (CBD),Education and Training,Medium business,105,6580,FALSE
2021,Melbourne (CBD),Education and Training,Small business,203,1743,FALSE
2021,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,6,281,FALSE
2021,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,11,64,FALSE
2021,Melbourne (CBD),Financial and Insurance Services,Medium business,173,9991,FALSE
2021,Melbourne (CBD),Financial and Insurance Services,Small business,434,2969,FALSE
2021,Melbourne (CBD),Health Care and Social Assistance,Medium business,45,2072,FALSE
2021,Melbourne (CBD),Health Care and Social Assistance,Small business,304,1884,FALSE
2021,Melbourne (CBD),Information Media and Telecommunications,Medium business,37,1838,FALSE
2021,Melbourne (CBD),Information Media and Telecommunications,Small business,39,270,FALSE
2021,Melbourne (CBD),Manufacturing,Medium business,8,475,FALSE
2021,Melbourne (CBD),Manufacturing,Small business,184,564,FALSE
2021,Melbourne (CBD),Mining,Medium business,5,207,FALSE
2021,Melbourne (CBD),Mining,Small business,16,120,FALSE
2021,Melbourne (CBD),Other Services,Medium business,54,2299,FALSE
2021,Melbourne (CBD),Other Services,Small business,758,3344,FALSE
2021,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,439,23688,FALSE
2021,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1027,7255,FALSE
2021,Melbourne (CBD),Public Administration and Safety,Medium business,73,6307,FALSE
2021,Melbourne (CBD),Public Administration and Safety,Small business,56,487,FALSE
2021,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,51,3316,FALSE
2021,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,158,1039,FALSE
2021,Melbourne (CBD),Retail Trade,Medium business,74,3258,FALSE
2021,Melbourne (CBD),Retail Trade,Small business,1057,5725,FALSE
2021,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,16,702,FALSE
2021,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,43,279,FALSE
2021,Melbourne (CBD),Wholesale Trade,Medium business,2,NA,TRUE
2021,Melbourne (CBD),Wholesale Trade,Small business,91,453,FALSE
2022,Melbourne (CBD),Accommodation and Food Services,Medium business,256,11077,FALSE
2022,Melbourne (CBD),Accommodation and Food Services,Small business,1301,9579,FALSE
2022,Melbourne (CBD),Administrative and Support Services,Medium business,67,3698,FALSE
2022,Melbourne (CBD),Administrative and Support Services,Small business,176,1316,FALSE
2022,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2022,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,2,NA,TRUE
2022,Melbourne (CBD),Arts and Recreation Services,Medium business,36,1896,FALSE
2022,Melbourne (CBD),Arts and Recreation Services,Small business,82,447,FALSE
2022,Melbourne (CBD),Construction,Medium business,37,1712,FALSE
2022,Melbourne (CBD),Construction,Small business,74,591,FALSE
2022,Melbourne (CBD),Education and Training,Medium business,96,5906,FALSE
2022,Melbourne (CBD),Education and Training,Small business,203,1681,FALSE
2022,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,14,798,FALSE
2022,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,15,127,FALSE
2022,Melbourne (CBD),Financial and Insurance Services,Medium business,177,9958,FALSE
2022,Melbourne (CBD),Financial and Insurance Services,Small business,377,2777,FALSE
2022,Melbourne (CBD),Health Care and Social Assistance,Medium business,54,2633,FALSE
2022,Melbourne (CBD),Health Care and Social Assistance,Small business,292,1730,FALSE
2022,Melbourne (CBD),Information Media and Telecommunications,Medium business,33,1919,FALSE
2022,Melbourne (CBD),Information Media and Telecommunications,Small business,39,330,FALSE
2022,Melbourne (CBD),Manufacturing,Medium business,12,745,FALSE
2022,Melbourne (CBD),Manufacturing,Small business,182,539,FALSE
2022,Melbourne (CBD),Mining,Medium business,8,550,FALSE
2022,Melbourne (CBD),Mining,Small business,16,113,FALSE
2022,Melbourne (CBD),Other Services,Medium business,52,2302,FALSE
2022,Melbourne (CBD),Other Services,Small business,684,3189,FALSE
2022,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,455,24807,FALSE
2022,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,928,6839,FALSE
2022,Melbourne (CBD),Public Administration and Safety,Medium business,79,6674,FALSE
2022,Melbourne (CBD),Public Administration and Safety,Small business,51,462,FALSE
2022,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,50,3278,FALSE
2022,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,148,912,FALSE
2022,Melbourne (CBD),Retail Trade,Medium business,83,3610,FALSE
2022,Melbourne (CBD),Retail Trade,Small business,1015,5620,FALSE
2022,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,14,485,FALSE
2022,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,40,336,FALSE
2022,Melbourne (CBD),Wholesale Trade,Medium business,5,315,FALSE
2022,Melbourne (CBD),Wholesale Trade,Small business,86,401,FALSE
2023,Melbourne (CBD),Accommodation and Food Services,Medium business,256,11077,FALSE
2023,Melbourne (CBD),Accommodation and Food Services,Small business,1301,9579,FALSE
2023,Melbourne (CBD),Administrative and Support Services,Medium business,67,3698,FALSE
2023,Melbourne (CBD),Administrative and Support Services,Small business,176,1316,FALSE
2023,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2023,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,2,NA,TRUE
2023,Melbourne (CBD),Arts and Recreation Services,Medium business,36,1896,FALSE
2023,Melbourne (CBD),Arts and Recreation Services,Small business,82,447,FALSE
2023,Melbourne (CBD),Construction,Medium business,37,1712,FALSE
2023,Melbourne (CBD),Construction,Small business,74,591,FALSE
2023,Melbourne (CBD),Education and Training,Medium business,96,5906,FALSE
2023,Melbourne (CBD),Education and Training,Small business,203,1681,FALSE
2023,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,14,798,FALSE
2023,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,15,127,FALSE
2023,Melbourne (CBD),Financial and Insurance Services,Medium business,177,9958,FALSE
2023,Melbourne (CBD),Financial and Insurance Services,Small business,377,2777,FALSE
2023,Melbourne (CBD),Health Care and Social Assistance,Medium business,54,2633,FALSE
2023,Melbourne (CBD),Health Care and Social Assistance,Small business,292,1730,FALSE
2023,Melbourne (CBD),Information Media and Telecommunications,Medium business,33,1919,FALSE
2023,Melbourne (CBD),Information Media and Telecommunications,Small business,39,330,FALSE
2023,Melbourne (CBD),Manufacturing,Medium business,12,745,FALSE
2023,Melbourne (CBD),Manufacturing,Small business,182,539,FALSE
2023,Melbourne (CBD),Mining,Medium business,8,550,FALSE
2023,Melbourne (CBD),Mining,Small business,16,113,FALSE
2023,Melbourne (CBD),Other Services,Medium business,52,2302,FALSE
2023,Melbourne (CBD),Other Services,Small business,684,3189,FALSE
2023,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,455,24807,FALSE
2023,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,928,6839,FALSE
2023,Melbourne (CBD),Public Administration and Safety,Medium business,79,6674,FALSE
2023,Melbourne (CBD),Public Administration and Safety,Small business,51,462,FALSE
2023,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,50,3278,FALSE
2023,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,148,912,FALSE
2023,Melbourne (CBD),Retail Trade,Medium business,83,3610,FALSE
2023,Melbourne (CBD),Retail Trade,Small business,1015,5620,FALSE
2023,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,14,485,FALSE
2023,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,40,336,FALSE
2023,Melbourne (CBD),Wholesale Trade,Medium business,5,315,FALSE
2023,Melbourne (CBD),Wholesale Trade,Small business,86,401,FALSE
2024,Melbourne (CBD),Accommodation and Food Services,Medium business,316,13214,FALSE
2024,Melbourne (CBD),Accommodation and Food Services,Small business,1421,10719,FALSE
2024,Melbourne (CBD),Administrative and Support Services,Medium business,69,3701,FALSE
2024,Melbourne (CBD),Administrative and Support Services,Small business,150,1206,FALSE
2024,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,2,NA,TRUE
2024,Melbourne (CBD),Arts and Recreation Services,Medium business,34,1857,FALSE
2024,Melbourne (CBD),Arts and Recreation Services,Small business,97,487,FALSE
2024,Melbourne (CBD),Construction,Medium business,37,1794,FALSE
2024,Melbourne (CBD),Construction,Small business,59,498,FALSE
2024,Melbourne (CBD),Education and Training,Medium business,102,6185,FALSE
2024,Melbourne (CBD),Education and Training,Small business,247,1967,FALSE
2024,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,16,948,FALSE
2024,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,14,127,FALSE
2024,Melbourne (CBD),Financial and Insurance Services,Medium business,199,10707,FALSE
2024,Melbourne (CBD),Financial and Insurance Services,Small business,335,2580,FALSE
2024,Melbourne (CBD),Health Care and Social Assistance,Medium business,52,2719,FALSE
2024,Melbourne (CBD),Health Care and Social Assistance,Small business,291,1826,FALSE
2024,Melbourne (CBD),Information Media and Telecommunications,Medium business,51,2465,FALSE
2024,Melbourne (CBD),Information Media and Telecommunications,Small business,34,319,FALSE
2024,Melbourne (CBD),Manufacturing,Medium business,10,409,FALSE
2024,Melbourne (CBD),Manufacturing,Small business,192,582,FALSE
2024,Melbourne (CBD),Mining,Medium business,8,686,FALSE
2024,Melbourne (CBD),Mining,Small business,14,100,FALSE
2024,Melbourne (CBD),Other Services,Medium business,55,2783,FALSE
2024,Melbourne (CBD),Other Services,Small business,750,3552,FALSE
2024,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,461,25062,FALSE
2024,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,877,6484,FALSE
2024,Melbourne (CBD),Public Administration and Safety,Medium business,77,6324,FALSE
2024,Melbourne (CBD),Public Administration and Safety,Small business,44,388,FALSE
2024,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,49,2805,FALSE
2024,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,149,986,FALSE
2024,Melbourne (CBD),Retail Trade,Medium business,90,3977,FALSE
2024,Melbourne (CBD),Retail Trade,Small business,1045,6124,FALSE
2024,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,17,779,FALSE
2024,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,33,242,FALSE
2024,Melbourne (CBD),Wholesale Trade,Medium business,7,381,FALSE
2024,Melbourne (CBD),Wholesale Trade,Small business,81,409,FALSE
